ResponseId,Q3.6,StartDate,EndDate,Status,Progress,DurationSec,Finished,RecordedDate,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,ConsentForm,DemoState,DemoZip,DemoGender,DemoAge,DemoRace,DemoEdu,DemoSalary,PersonalExpYN,EEAttributionNoExper,PersonalExpType,PersonalExpTypeOE,PersonalExpImpact,PersonalExpImpactOE,EEIntensity,EEFrequency,EEAttributionExper,CCHumanCaused,PsyDistClimateGroup,PsyDistNumber,PsyDistLocal,PsyDistFar,PsyDistDevelop,PsyDistImpact,PsyDistEffects,RVResponsibilityLocal1,RVResponsibilityGlobal1,RVInstrumentalLocal1,RVInstrumentalGlobal1,RVGroupIDLocal1,RVGroupIDGlobal1,RVKinshipLocal1,RVKinshipGlobal1,RVPersIDLocal1,RVPersIDGlobal1,RVCareLocal1,RVCareGlobal1,RVProgressLocal1,RVProgressGlobal1,RVResponsibilityGlobal2,RVResponsibilityLocal2,RVInstrumentalGlobal2,RVInstrumentalLocal2,RVGroupIDGlobal2,RVGroupIDLocal2,RVKinshipGlobal2,RVKinshipLocal2,RVPersIDGlobal2,RVPersIDLocal2,RVCareGlobal2,RVCareLocal2,RVProgressGlobal2,RVProgressLocal2,WTPPolicy,EcolEconGrowth,EcolEconRelationship,EcolEconGraphic,Q8.1_FirstClick,Q8.1_LastClick,Q8.1_PageSubmit,Q8.1_ClickCount,Q139_FirstClick,Q139_LastClick,Q139_PageSubmit,Q139_ClickCount,Q9.1_FirstClick,Q9.1_LastClick,Q9.1_PageSubmit,Q9.1_ClickCount,Q10.1_FirstClick,Q10.1_LastClick,Q10.1_PageSubmit,Q10.1_ClickCount,Q11.1_FirstClick,Q11.1_LastClick,Q11.1_PageSubmit,Q11.1_ClickCount,Q12.1_FirstClick,Q12.1_LastClick,Q12.1_PageSubmit,Q12.1_ClickCount,Q13.1_FirstClick,Q13.1_LastClick,Q13.1_PageSubmit,Q13.1_ClickCount,Q14.1_FirstClick,Q14.1_LastClick,Q14.1_PageSubmit,Q14.1_ClickCount,Q138_FirstClick,Q138_LastClick,Q138_PageSubmit,Q138_ClickCount,CCHumanActivity,CCHumanActDeforest,CCHumanActFossil,CCHumanActCigarette,CCHumanActCFC,CCHumanActToxic,CCHumanActNuclear,QuizSciAgree,QuizCarbonLevels,QuizEmissionYear,QuizActDeforest,QuizActFossil,QuizSciAgreeScore,QuizCarbonScore,QuizEmisYearScore,QuizCCHumanActScore,QuizScore,PriorityTerrorist,PriorityEconomy,PriorityHealthcare,PriorityEducation,PriorityEnvironment,PriorityImmigration,PriorityBudget,PriorityClimate,PriorityJob,PriorityMilitary,PriorityRace,PriorityCovid,DemoPresElection,DemoPolitical,Score,opp,RISN,rid,Q_TotalDuration,Q_BallotBoxStuffing,gc,term,wtpValue,Create.New.Field.or.Choose.From.Dropdown...,LS,Q60...Parent.Topics,Q60...Topics,EEAttributionAll,EEExposure,CCDenierOrNot,RVRespGlAll,RVRespLoAll,RVInstruGlAll,RVInstruLoAll,RVGrpIDGlAll,RVGrpIDLoAll,RVKinshipGlAll,RVKinshipLoAll,RVPersIDGlAll,RVPersIDLoAll,RVCareGlAll,RVCareLoAll,RVProgressGlAll,RVProgressLoAll,RVWhichGroup,DemoPol.3GRModSeparate,DemoPol.3Groups,PersonalExpType_wildfire,PersonalExpType_hurricane,PersonalExpType_flood,PersonalExpType_heat,PersonalExpType_drought,PersonalExpType_tornado,PersonalExpType_other,PersonalExpType_total,PersonalExpImpact_smoke,PersonalExpImpact_sheltering,PersonalExpImpact_nearmiss,PersonalExpImpact_evacuate,PersonalExpImpact_livingquarterdamage,PersonalExpImpact_livingquarterlost,PersonalExpImpact_incomelost,PersonalExpImpact_other,PersonalExpImpact_total,EEExposureAll,extremeExperienceYN,EEIntensityAll,wtp,c2,c3,t1a,t1b,t2a,t2b,t3a,t3b,t4,c1,t1,t2,t3,tA,tB,climateTopPriority,EEFrequency_std,EEIntensity_std,EEExposure_std,EEAttributionAll_std,EEAttributionXIntensity,EEAttributionXExposure,EEExposureAll_std,EEIntensityAll_std,DuplicatedZip
R_rcdG5G1WSYFPzRn,1,12/27/20 8:58,12/27/20 9:18,0,100,1174,1,12/27/20 9:18,anonymous,EN,1,NA,0,0,NA,1,Oregon,97080,Man,6,White,College (2 or 4 year),6,1,NA,1,NA,1 3,NA,4,2,1,2,1,6,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,4,1,1,1,1,5,4,2,3,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.971,37.607,173.972,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,62,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,3,3,2,3,3,2,2,2,3,6,qual2599-0922Wildfire,9559915,5fe8af1f-6f02-2146-4e1b-d7c52ee7fe03,1174,NA,1,NA,85,NA,214,NA,NA,1,6,1,3,4,3,3,4,4,1,1,1,1,5,4,2,3,2,1,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,6,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.329521125,-0.271298156,-0.357020669,-1.648175423,4,6,0.608284041,0.58568264,TRUE
R_20Sz03Vt6H8Bv1d,2,1/1/21 23:35,1/1/21 23:49,0,100,842,1,1/1/21 23:49,anonymous,EN,1,NA,0,0,NA,1,Oregon,97080,Woman,5,White,College (2 or 4 year),3,1,NA,1,NA,1,NA,2,2,2,1,3,9,5,2,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,5,7,7,7,7,7,7,5,5,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,177.865,0,21,2,1,NA,NA,NA,NA,94,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,qual2599-0922Wildfire,9570376,5ff01427-e828-6704-1a56-1cc05b68d29d,842,NA,1,NA,145,NA,714,NA,NA,2,4,0,7,7,1,1,5,7,7,7,7,7,7,5,5,6,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.329521125,-1.100847057,-1.02702909,-1.308843557,4,8,0.122103284,-0.107884432,TRUE
R_3DnHVClJVqyV5Ef,5,1/14/21 18:09,1/14/21 18:19,0,100,600,1,1/14/21 18:19,anonymous,EN,1,NA,0,0,NA,1,Oregon,97080,Man,6,White,College (2 or 4 year),4,1,NA,1,NA,1,NA,5,1,5,1,2,7,5,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,179.398,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,2,NA,1,NA,NA,61,4,1,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,3,3,3,3,3,3,4,3,4,6,qual2599-0922Wildfire,9559915,6000eb34-e3a0-1138-059b-e6f8cbd7b003,600,NA,1,NA,85,NA,214,NA,NA,5,6,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,1,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.129071183,0.143476295,-0.357020669,-0.29084796,25,30,0.608284041,0.932466176,TRUE
R_3MhDwu77EthqDVc,1,12/31/20 20:18,12/31/20 20:48,0,100,1789,1,12/31/20 20:48,anonymous,EN,1,NA,0,0,NA,1,Oregon,97086,Man,6,White,Graduate degree,5,1,NA,1,NA,1,NA,1,1,1,3,1,3,2,5,4,1,7,5,1,4,5,6,7,4,1,3,1,4,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,1,2,NA,55,2,1,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,4,2,2,4,3,3,3,2,2,8,qual2599-0922Wildfire,9570376,5fee9488-47ef-244e-b682-871bc21c9717,1789,NA,1,NA,5,NA,714,NA,NA,1,2,1,1,5,5,4,7,6,1,4,1,3,4,4,4,6,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.129071183,-1.515621508,-1.69703751,-1.648175423,1,2,-0.364077472,-0.454667968,TRUE
R_2wQSizCKAfRPe8P,NA,12/23/20 14:24,12/23/20 14:40,0,100,1014,1,12/23/20 14:40,anonymous,EN,1,NA,0,0,NA,1,Oregon,97103,Man,6,White,High school,3,2,6,NA,NA,NA,NA,NA,NA,NA,2,2,8,6,3,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,2,1,3,7,7,6,7,4,6,6,7,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,2,NA,1,NA,NA,82,3,1,NA,1,NA,NA,NA,1,1,4,3,4,3,4,3,4,4,3,3,3,4,3,4,5,qual2599-0922Wildfire,9570376,5fe3b537-14ac-ecbe-a068-6e3f561b9091,1014,NA,1,NA,145,NA,714,NA,NA,6,NA,1,7,7,1,2,1,3,7,7,6,7,4,6,6,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0.048483906,NA,NA,-0.850258229,-0.801451504,TRUE
R_UF26uEREfRorn5n,NA,1/1/21 11:46,1/1/21 12:01,0,100,903,1,1/1/21 12:01,anonymous,EN,1,NA,0,0,NA,1,Oregon,97106,Man,4,"Spanish, Hispanic, or Latino",High school,7,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,5,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,6,5,4,4,4,4,6,6,4,4,1,3,NA,1,83.995,83.995,85.709,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,1,NA,2,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,3,4,4,3,3,4,4,3,4,6,qual2599-0922Wildfire,9610146,5fef6e10-bc6a-a15b-d5a7-9928339df784,903,NA,1,NA,65,NA,640,NA,NA,7,NA,0,7,7,1,1,6,5,4,4,4,4,6,6,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_3ixrcZQJ9MFBGWB,5,12/23/20 14:57,12/23/20 15:11,0,100,820,1,12/23/20 15:11,anonymous,EN,1,NA,0,25,NA,1,Oregon,97123,Man,5,White,College (2 or 4 year),2,1,NA,1 7,smoke,NA,NA,6,1,5,2,1,6,3,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,4,5,5,6,6,4,4,4,4,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.983,3.983,160.259,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,NA,4,2,1,1,2,2,2,2,8,3,4,3,3,2,3,3,3,4,3,3,4,3,4,6,qual2599-0922Wildfire,9492414,5fe3bd4c-7c36-a9da-391f-cc9bc84fadc1,820,NA,1,NA,265,NA,1017,NA,NA,5,7,1,4,4,3,3,4,4,5,5,6,6,4,4,4,4,2,2,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.129071183,0.558250746,-0.022016459,-0.29084796,30,35,0.851374419,1.279249712,TRUE
R_3oO83dpYowjS4KA,NA,12/31/20 14:29,12/31/20 14:49,0,100,1203,1,12/31/20 14:49,anonymous,EN,1,NA,0,0,NA,1,Oregon,97123,Man,3,White,College (2 or 4 year),7,2,7,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,1,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,7,7,6,6,7,7,7,7,6,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.377,16.036,179.094,4,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,2,NA,1,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,4,4,4,4,3,4,4,1,4,3,qual2599-0922Wildfire,9570376,5fee42a7-7850-13d2-abdd-2cec96fa7a59,1203,NA,1,NA,105,NA,714,NA,NA,7,NA,0,7,7,1,1,7,7,6,6,7,7,7,7,6,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_3eylozN5HiideTq,10,1/1/21 16:32,1/1/21 16:43,0,100,649,1,1/1/21 16:43,anonymous,EN,1,NA,0,0,NA,1,Oregon,97123,Man,5,White,High school,2,1,NA,1 4 5 7,NA,1 2,NA,8,5,10,2,3,10,1,4,4,5,1,7,7,7,5,7,7,4,4,NA,NA,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,6.036,92.224,93.398,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,1,NA,2,NA,NA,100,3,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,qual2599-0922Wildfire,9610146,5fefb0d8-0dea-88c0-236e-11cae0f3613d,649,NA,1,NA,245,NA,640,NA,NA,10,13,1,7,7,5,7,7,7,4,4,0,0,6,6,7,7,1,1,1,1,0,0,1,1,0,1,4,1,1,0,0,0,0,0,0,2,13,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.069129049,1.387799647,1.988008802,1.405811368,80,130,2.309916689,1.972816784,TRUE
R_2DY13r8BTAjrlRa,8,12/23/20 14:25,12/23/20 14:39,0,100,843,1,12/23/20 14:39,anonymous,EN,1,NA,0,0,NA,1,Oregon,97124,Man,3,White,High school,3,1,NA,1,NA,1 7,NA,6,3,8,1,2,8,5,2,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,6,6,7,7,6,6,7,7,6,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.133,7.151,175.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,97,4,2,1,1,2,2,2,2,8,3,4,4,4,4,2,3,4,4,3,4,4,3,6,5,qual2599-0922Wildfire,9570376,5fe3b5f0-d235-a9db-d949-f1eb2c062ea3,843,NA,1,NA,105,NA,714,NA,NA,8,9,0,7,7,1,1,6,6,7,7,6,6,7,7,6,6,2,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,9,1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.470028933,0.558250746,0.647991961,0.727147637,48,72,1.337555176,1.279249712,TRUE
R_3nCr0QS0p02zQOf,9,12/23/20 16:13,12/23/20 16:24,0,100,692,1,12/23/20 16:24,anonymous,EN,1,NA,0,0,NA,1,Oregon,97124,Woman,5,White,College (2 or 4 year),7,1,NA,1,NA,1,NA,4,2,9,1,2,8,6,2,2,6,1,7,7,5,5,7,7,6,6,7,6,7,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,163.286,0,21,2,1,NA,NA,NA,NA,75,4,2,1,1,NA,2,2,2,6,3,4,4,4,4,2,4,4,3,2,4,4,3,5,4,qual2599-0922Wildfire,9559915,5fe3cf0d-3a54-47c2-064b-cb5f4d81929c,692,NA,1,NA,105,NA,214,NA,NA,9,6,0,7,7,5,5,7,7,6,6,6,7,7,7,5,5,1,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.329521125,-0.271298156,-0.357020669,1.066479503,36,54,0.608284041,0.58568264,TRUE
R_1jO2OQeG65Auv8z,5,12/31/20 10:09,12/31/20 10:35,0,100,1570,1,12/31/20 10:35,anonymous,EN,0.9,NA,0,0,NA,1,Oregon,97124,Woman,4,White,College (2 or 4 year),5,1,NA,1,NA,1 4,NA,3,2,5,1,3,10,7,7,1,7,1,7,7,1,1,7,4,7,7,7,7,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,90,4,2,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,3,3,4,3,3,4,4,2,4,4,qual2599-0922Wildfire,9570376,5fee05d6-89c5-81c9-3f1c-f94a25d60dfe,1570,NA,1,NA,65,NA,714,NA,NA,5,5,0,7,7,1,1,4,7,7,7,7,7,7,7,1,1,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.329521125,-0.686072606,-0.692024879,-0.29084796,15,25,0.365193663,0.238899104,TRUE
R_11WUqA9YoRlG6ed,NA,1/1/21 7:32,1/1/21 7:45,0,100,787,1,1/1/21 7:45,anonymous,EN,1,NA,0,0,NA,1,Oregon,97124,Woman,3,White,High school,5,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,9,7,4,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,NA,NA,NA,NA,NA,7.292,7.292,143.544,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,3,3,4,4,1,4,4,3,6,5,qual2599-0922Wildfire,9610146,5fef326b-4e1f-f6de-4403-538268f60e56,787,NA,1,NA,165,NA,640,NA,NA,10,NA,0,7,7,1,1,7,7,7,7,7,7,7,7,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE
R_2z8vg7tKhlUE57p,NA,1/1/21 8:14,1/1/21 8:50,0,100,2130,1,1/1/21 8:50,anonymous,EN,1,NA,0,0,NA,1,Oregon,97124,Man,5,White,College (2 or 4 year),6,2,7,NA,NA,NA,NA,NA,NA,NA,1,3,9,5,1,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,2,5,4,4,7,4,4,7,7,4,4,1,3,NA,2,NA,NA,NA,NA,240.854,240.854,241.695,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4,3,3,4,4,3,4,NA,2,3,qual2599-0922Wildfire,9570376,5fef3c57-1a64-0350-9fb6-40c8831f2ca3,2130,NA,1,NA,105,NA,714,NA,NA,7,NA,0,6,6,3,2,5,4,4,7,4,4,7,7,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_uqOmgcrWMVITEAN,NA,1/1/21 10:55,1/1/21 11:21,0,100,1554,1,1/1/21 11:21,anonymous,EN,NA,NA,0,0,NA,1,Oregon,97124,Woman,5,White,High school,1,2,5,NA,NA,NA,NA,NA,NA,NA,1,2,8,6,2,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,6,6,7,7,7,7,4,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.044,39.044,301.126,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,3,3,4,4,3,4,4,1,2,3,qual2599-0922Wildfire,9625695,5fef61eb-cab7-578c-d85f-61fd05b351c8,1554,NA,1,NA,25,NA,536,NA,NA,5,NA,0,7,7,7,7,7,7,6,6,7,7,7,7,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE
R_1IEkHWB8CCLdNQj,5,1/1/21 17:32,1/1/21 17:45,0,100,731,1,1/1/21 17:45,anonymous,EN,0.9,NA,0,0,NA,1,Oregon,97124,Woman,2,White,High school,3,1,NA,1 4 5,NA,1,NA,3,3,5,1,3,10,6,2,1,7,1,7,7,1,1,6,7,6,6,5,5,6,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,14.541,14.541,65.356,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,4,2,3,4,4,1,4,4,1,7,3,qual2599-0922Wildfire,9610146,5fefbf23-7f3b-135b-9306-b22995d6624d,731,NA,1,NA,45,NA,640,NA,NA,5,6,0,7,7,1,1,7,6,6,6,5,5,6,6,2,2,1,3,3,1,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,6,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.470028933,-0.686072606,-0.357020669,-0.29084796,15,30,0.608284041,0.238899104,TRUE
R_1gtPysGlqxcUPg2,NA,12/17/20 19:39,12/17/20 20:36,0,100,3418,1,12/17/20 20:36,anonymous,EN,1,NA,0,0,NA,1,Oregon,97128,Woman,6,White,Graduate degree,5,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,6,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,6,7,7,7,7,7,7,7,7,7,1,1,NA,1,NA,NA,NA,NA,0,0,547.162,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,95,4,2,1,1,2,2,2,2,8,4,3,4,4,4,2,3,4,3,2,4,4,3,4,4,qual2599-0922Wildfire,9492414,5fdc1679-ded3-2f64-9e15-0948d53c4e62,3418,NA,1,NA,5,NA,1017,NA,NA,10,NA,0,7,7,7,7,6,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE
R_vkjQLU3AftPKSrL,6,12/27/20 12:40,12/27/20 13:01,0,100,1225,1,12/27/20 13:01,anonymous,EN,1,NA,0,0,NA,1,Oregon,97128,Man,6,White,High school,5,1,NA,1 5,NA,1,NA,3,2,6,2,2,8,6,2,4,6,1,6,6,2,2,6,6,5,4,6,4,6,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.873,186.549,188.126,2,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,3,4,4,3,3,4,2,4,5,qual2599-0922Wildfire,9559915,5fe8e2f9-ee77-622c-ca76-a440934983f5,1225,NA,1,NA,105,NA,214,NA,NA,6,5,1,6,6,2,2,6,6,4,5,4,6,4,6,6,6,1,2,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,-0.329521125,-0.686072606,-0.692024879,0.048483906,18,30,0.365193663,0.238899104,TRUE
