"","zip","state","DurationSec","DemoState","DemoZip","PersonalExpYN","EEAttributionNoExper","PersonalExpType","PersonalExpTypeOE","PersonalExpImpact","PersonalExpImpactOE","EEIntensity","EEFrequency","EEAttributionExper","CCHumanCaused","PsyDistClimateGroup","PsyDistNumber","PsyDistLocal","PsyDistFar","PsyDistDevelop","PsyDistImpact","PsyDistEffects","WTPPolicy","EcolEconGrowth","EcolEconRelationship","EcolEconGraphic","CCHumanActivity","CCHumanActDeforest","CCHumanActFossil","CCHumanActCigarette","CCHumanActCFC","CCHumanActToxic","CCHumanActNuclear","PriorityTerrorist","PriorityEconomy","PriorityHealthcare","PriorityEducation","PriorityEnvironment","PriorityImmigration","PriorityBudget","PriorityClimate","PriorityJob","PriorityMilitary","PriorityRace","PriorityCovid","DemoPresElection","DemoPolitical","gc","wtpValue","LS","EEAttributionAll","EEExposure","CCDenierOrNot","DemoPol.3GRModSeparate","DemoPol.3Groups","PersonalExpType_wildfire","PersonalExpType_hurricane","PersonalExpType_flood","PersonalExpType_heat","PersonalExpType_drought","PersonalExpType_tornado","PersonalExpType_other","PersonalExpType_total","PersonalExpImpact_smoke","PersonalExpImpact_sheltering","PersonalExpImpact_nearmiss","PersonalExpImpact_evacuate","PersonalExpImpact_livingquarterdamage","PersonalExpImpact_livingquarterlost","PersonalExpImpact_incomelost","PersonalExpImpact_other","PersonalExpImpact_total","EEExposureAll","extremeExperienceYN","EEIntensityAll","wtp","c2","c3","t1a","t1b","t2a","t2b","t3a","t3b","t4","c1","t1","t2","t3","tA","tB","climateTopPriority","EEFrequency_std","EEIntensity_std","EEExposure_std","EEAttributionAll_std","EEAttributionXIntensity","EEAttributionXExposure","EEExposureAll_std","EEIntensityAll_std","DuplicatedZip","biden","trump","nonvoter","thirdparty","bipoc","age","male","collegeGrad","income","ccHumanCaused","ccNatureCaused","ccNotHappening"
"3664","13101","New York",1157,"New York",13101,2,5,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,6,2,3,2,NA,12,1,2,NA,NA,NA,NA,4,3,3,3,3,3,3,3,3,3,1,4,1,4,1,65,873,5,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,FALSE,0,0,1,0,0,39.5,0,1,17.5,1,0,0
"3665","03235","New Hampshire",1127,"New Hampshire",3235,1,NA,"5",NA,"2",NA,7,2,9,1,3,9,7,4,6,5,1,1,1,NA,1,21,2,1,NA,NA,NA,NA,3,3,3,3,4,2,4,4,2,2,2,4,3,3,1,45,214,9,9,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,9,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.329521125,0.973025196,0.647991961,1.066479503,63,81,1.337555176,1.626033248,TRUE,1,0,0,0,0,70,1,1,62.5,1,0,0
"3666","35673","Alabama",538,"Alabama",35673,2,9,NA,NA,NA,NA,NA,NA,NA,1,3,9,5,4,5,5,3,1,1,NA,2,21,2,1,NA,NA,NA,NA,4,3,3,3,4,3,3,4,3,4,3,3,2,4,1,165,1017,9,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,49.5,0,1,37.5,1,0,0
"3667","35570","Alabama",3028,"Alabama",35570,1,NA,"2 6",NA,"2 3 4",NA,4,4,7,1,3,10,6,1,1,7,1,1,3,NA,1,21,2,1,NA,NA,NA,NA,3,4,3,4,4,3,4,3,4,4,3,3,2,3,1,105,214,7,8,0,1,2,0,1,0,0,0,1,0,2,0,1,1,0,0,0,0,0,2,8,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.269578991,-0.271298156,0.312987751,0.387815771,28,56,1.094464798,0.58568264,TRUE,0,1,0,0,0,39.5,1,1,37.5,1,0,0
"3668","03835","New Hampshire",443,"New Hampshire",3835,2,7,NA,NA,NA,NA,NA,NA,NA,1,1,6,6,6,6,6,1,1,2,NA,2,12,1,2,NA,NA,NA,NA,4,4,4,4,3,3,4,3,3,3,3,3,2,3,1,265,214,7,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,FALSE,0,1,0,0,0,39.5,0,1,87.5,1,0,0
"3669","70380","Louisiana",1386,"Louisiana",70380,1,NA,"2",NA,"2 3 4",NA,3,3,1,3,1,0,1,1,1,1,7,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,3,3,4,3,4,3,4,3,1,3,1,165,214,1,6,1,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,6,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.470028933,-0.686072606,-0.357020669,-1.648175423,3,6,0.608284041,0.238899104,TRUE,0,0,1,0,1,39.5,1,0,17.5,0,0,1
"3670","03063","New Hampshire",36206,"New Hampshire",3063,2,8,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,4,4,5,1,1,1,NA,3,24,NA,1,NA,2,NA,NA,4,3,4,4,4,4,3,4,4,3,4,4,3,6,1,125,1017,8,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,1,21,0,1,37.5,1,0,0
"3671","12589","New York",1332,"New York",12589,1,NA,"4 6",NA,NA,NA,2,0,2,2,1,3,4,4,4,4,2,2,3,1,NA,61,2,NA,NA,NA,NA,1,4,4,4,3,4,2,4,3,4,1,1,4,1,4,1,125,873,2,2,1,2,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.928621241,-1.100847057,-1.69703751,-1.308843557,4,4,-0.364077472,-0.107884432,FALSE,0,0,1,0,1,29.5,1,0,10,0,1,0
"3672","04064","Maine",252,"Maine",4064,2,5,NA,NA,NA,NA,NA,NA,NA,1,1,6,5,5,4,5,2,1,2,NA,3,52,NA,2,NA,NA,1,NA,3,3,3,3,3,3,4,3,4,2,4,4,3,5,1,5,214,5,NA,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,29.5,0,1,62.5,1,0,0
"3673","10595","New York",1907,"New York",10595,1,NA,"2 6",NA,"2",NA,3,5,10,1,3,10,4,5,6,4,1,1,1,NA,1,21,2,1,NA,NA,NA,NA,4,3,4,2,4,2,3,4,3,2,2,4,3,7,1,45,873,10,8,0,3,3,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,8,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2.069129049,-0.686072606,0.312987751,1.405811368,30,80,1.094464798,0.238899104,FALSE,1,0,0,0,0,70,1,1,200,1,0,0
"3674","03860","New Hampshire",879,"New Hampshire",3860,2,5,NA,NA,NA,NA,NA,NA,NA,1,3,10,5,1,2,6,1,1,1,1,NA,12,1,2,NA,NA,NA,NA,3,3,4,4,4,4,2,4,3,1,4,4,3,7,1,245,214,5,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,0,29.5,0,1,10,1,0,0
"3675","10013","New York",704,"New York",10013,1,NA,"1 2 6",NA,"1 4 5 7",NA,5,3,6,1,2,8,6,5,6,6,1,1,1,1,NA,25,NA,1,NA,NA,2,NA,4,4,4,3,3,4,3,3,3,3,3,4,3,4,1,265,873,6,8,0,2,2,1,1,0,0,0,1,0,3,1,0,0,0,1,0,1,0,3,8,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470028933,0.143476295,0.312987751,0.048483906,30,48,1.094464798,0.932466176,TRUE,1,0,0,0,1,39.5,0,1,175,1,0,0
"3676","10116","New York",586,"New York",10116,1,NA,"1 3 5",NA,"1 3 4",NA,6,4,8,2,3,9,6,6,6,4,5,1,2,NA,2,21,2,1,NA,NA,NA,NA,3,3,3,3,4,3,3,4,3,3,3,4,3,4,1,85,873,8,10,1,2,2,1,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,2,10,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.269578991,0.558250746,0.982996172,0.727147637,48,80,1.580645554,1.279249712,TRUE,1,0,0,0,0,39.5,0,1,175,0,1,0
"3677","04330","Maine",1192,"Maine",4330,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,1,1,1,7,2,6,3,NA,65,NA,NA,NA,NA,2,1,4,4,4,4,3,4,3,1,3,4,1,2,2,3,1,85,214,1,NA,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,59.5,1,0,17.5,0,0,1
"3678","10001","New York",1356,"New York",10001,1,NA,"1 2 3 4 5 6",NA,"1 2 3 5 7",NA,10,5,10,1,3,10,7,6,6,7,1,1,6,NA,1,51,2,NA,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,7,1,145,873,10,15,0,3,3,1,1,1,1,1,1,0,6,1,1,1,0,1,0,1,0,5,15,1,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2.069129049,2.217348548,2.658017223,1.405811368,100,150,2.796097445,2.666383856,TRUE,1,0,0,0,0,39.5,1,1,125,1,0,0
"3679","03110","New Hampshire",844,"New Hampshire",3110,2,1,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,1,1,1,7,2,6,2,NA,35,NA,NA,1,NA,2,NA,4,4,4,4,3,4,4,1,4,4,1,1,2,1,1,165,1017,1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,59.5,0,0,37.5,0,1,0
"3680","04072","Maine",838,"Maine",4072,1,NA,"4 5 6",NA,NA,NA,3,3,7,1,3,10,7,2,5,6,2,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,4,4,4,4,3,3,4,4,2,3,4,3,5,1,65,214,7,6,0,3,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,6,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.470028933,-0.686072606,-0.357020669,0.387815771,21,42,0.608284041,0.238899104,TRUE,1,0,0,0,0,39.5,1,1,62.5,1,0,0
"3681","03909","Maine",899,"Maine",3909,1,NA,"4 5 6",NA,"2 7",NA,4,2,3,1,3,10,6,4,6,5,3,1,6,NA,1,21,2,1,NA,NA,NA,NA,4,3,4,4,4,3,3,3,4,4,4,4,4,4,1,225,214,3,6,0,2,2,0,0,0,1,1,1,0,3,0,1,0,0,0,0,1,0,2,6,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.329521125,-0.271298156,-0.357020669,-0.969511691,12,18,0.608284041,0.58568264,TRUE,0,0,0,1,0,70,1,1,62.5,1,0,0
"3682","10128","New York",1030,"New York",10128,1,NA,"2 4",NA,NA,NA,6,1,8,1,2,8,5,5,4,5,4,1,2,NA,1,12,1,2,NA,NA,NA,NA,3,3,3,3,4,2,2,4,3,2,3,4,3,5,1,245,873,8,7,0,3,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-1.129071183,0.558250746,-0.022016459,0.727147637,48,56,0.851374419,1.279249712,FALSE,1,0,0,0,0,70,0,1,200,1,0,0
"3683","98004","Washington",1712,"Washington",98004,1,NA,"3",NA,NA,NA,1,1,10,1,3,10,7,5,7,7,2,1,1,1,NA,21,2,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,7,1,85,214,10,2,0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.129071183,-1.515621508,-1.69703751,1.405811368,10,20,-0.364077472,-0.454667968,TRUE,1,0,0,0,0,39.5,1,1,175,1,0,0
"3684","80759","Colorado",1115,"Colorado",80759,1,NA,"5 6 7","Hail","2 5",NA,3,2,3,2,1,5,5,2,5,4,4,2,2,NA,1,21,2,1,NA,NA,NA,NA,4,3,4,4,3,4,3,3,3,4,1,3,2,4,1,225,1017,3,5,1,2,2,0,0,0,0,1,1,1,3,0,1,0,0,1,0,0,0,2,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.329521125,-0.686072606,-0.692024879,-0.969511691,9,15,0.365193663,0.238899104,FALSE,0,1,0,0,0,59.5,1,1,37.5,0,1,0
"3685","80233","Colorado",941,"Colorado",80233,1,NA,"1 4 5",NA,"1 4",NA,8,4,4,1,2,7,5,6,4,4,5,1,3,1,NA,65,NA,NA,NA,NA,2,1,4,4,4,4,4,4,4,4,4,4,3,4,1,4,1,125,1017,4,12,0,2,2,1,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,12,1,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.269578991,1.387799647,1.653004592,-0.630179826,32,48,2.066826311,1.972816784,TRUE,0,0,1,0,0,39.5,1,0,37.5,1,0,0
"3686","70119","Louisiana",766,"Louisiana",70119,1,NA,"2",NA,"2 3 5",NA,3,2,7,1,3,10,7,1,4,5,1,1,1,NA,1,21,2,1,NA,NA,NA,NA,3,3,4,4,4,2,3,4,3,1,4,4,1,7,1,45,214,7,5,0,3,3,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,5,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.329521125,-0.686072606,-0.692024879,0.387815771,21,35,0.365193663,0.238899104,TRUE,0,0,1,0,0,59.5,1,0,62.5,1,0,0
"3687","99207","Washington",1532,"Washington",99207,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,5,2,5,3,2,3,1,3,NA,2,21,2,1,NA,NA,NA,NA,4,4,3,3,3,2,4,3,3,4,2,4,2,2,1,245,1017,5,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,70,1,1,62.5,0,0,1
"3688","39170","Mississippi",892,"Mississippi",39170,1,NA,"2 4 5",NA,"3 7",NA,3,4,2,3,2,7,5,2,1,5,3,1,2,2,NA,21,2,1,NA,NA,NA,NA,3,3,3,3,3,3,3,2,4,3,2,4,2,2,1,185,214,2,7,1,1,1,0,1,0,1,1,0,0,3,0,0,1,0,0,0,1,0,2,7,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.269578991,-0.686072606,-0.022016459,-1.308843557,6,14,0.851374419,0.238899104,TRUE,0,1,0,0,0,59.5,1,1,62.5,0,0,1
"3689","80234","Colorado",559,"Colorado",80234,1,NA,"1 3",NA,"1 2 5",NA,7,2,4,1,3,10,3,2,4,3,2,1,1,2,NA,46,NA,NA,NA,1,NA,2,4,4,3,3,4,3,3,4,4,4,3,4,3,5,1,65,214,4,9,0,3,2,1,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,3,9,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.329521125,0.973025196,0.647991961,-0.630179826,28,36,1.337555176,1.626033248,FALSE,1,0,0,0,1,39.5,0,1,37.5,1,0,0
"3690","80015","Colorado",492,"Colorado",80015,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,5,3,4,6,5,4,2,3,NA,3,41,2,NA,NA,1,NA,NA,2,2,3,3,4,2,3,4,3,3,2,3,2,2,1,85,214,2,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,-1.308843557,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,49.5,1,1,62.5,1,0,0
"3691","80113","Colorado",997,"Colorado",80113,2,8,NA,NA,NA,NA,NA,NA,NA,1,3,9,7,1,7,6,1,1,1,NA,2,21,2,1,NA,NA,NA,NA,4,3,4,3,4,3,3,4,3,3,3,4,3,5,1,165,1017,8,NA,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,70,1,1,87.5,1,0,0
"3692","04073","Maine",375,"Maine",4073,2,6,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,6,3,3,2,1,4,2,NA,35,NA,NA,1,NA,2,NA,3,3,3,3,4,3,3,3,2,4,3,2,2,4,1,45,214,6,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0.048483906,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,21,0,0,37.5,1,0,0
"3693","39047","Mississippi",837,"Mississippi",39047,1,NA,"3 6",NA,"2 4",NA,1,5,3,2,1,5,5,3,3,4,3,1,3,1,NA,24,NA,1,NA,2,NA,NA,4,4,3,4,3,4,4,3,4,4,4,4,2,1,1,165,214,3,6,1,1,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.069129049,-1.515621508,-0.357020669,-0.969511691,3,18,0.608284041,-0.454667968,TRUE,0,1,0,0,0,39.5,1,1,125,0,1,0
"3694","80305","Colorado",943,"Colorado",80305,1,NA,"1 4 5",NA,"1 2",NA,6,2,10,1,3,10,7,1,1,7,1,1,1,NA,2,25,NA,1,NA,NA,2,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,245,714,10,8,0,2,2,1,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,2,8,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-0.329521125,0.558250746,0.312987751,1.405811368,60,80,1.094464798,1.279249712,FALSE,1,0,0,0,0,70,0,0,87.5,1,0,0
"3695","71360","Louisiana",396,"Louisiana",71360,1,NA,"2 6",NA,"2 4 5",NA,8,5,7,2,1,6,5,3,4,6,1,2,3,1,NA,12,1,2,NA,NA,NA,NA,4,4,3,4,3,3,4,3,4,3,3,4,2,2,1,125,714,7,13,1,1,1,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,2,13,1,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.069129049,1.387799647,1.988008802,0.387815771,56,91,2.309916689,1.972816784,TRUE,0,1,0,0,0,39.5,1,1,87.5,0,1,0
"3696","80550","Colorado",1846,"Colorado",80550,1,NA,"1",NA,"1",NA,6,1,7,3,1,6,5,5,5,5,4,1,3,NA,3,65,NA,NA,NA,NA,2,1,3,3,4,3,3,3,4,3,4,4,4,4,2,1,1,205,214,7,7,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,7,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.129071183,0.558250746,-0.022016459,0.387815771,42,49,0.851374419,1.279249712,TRUE,0,1,0,0,0,29.5,0,0,125,0,0,1
"3697","70301","Louisiana",1243,"Louisiana",70301,1,NA,"2 6",NA,"2 3 5",NA,3,3,1,3,1,5,1,1,1,1,7,2,6,3,NA,24,NA,1,NA,2,NA,NA,4,4,4,4,3,4,4,2,4,4,3,3,2,1,1,85,714,1,6,1,1,1,0,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,3,6,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.470028933,-0.686072606,-0.357020669,-1.648175423,3,6,0.608284041,0.238899104,TRUE,0,1,0,0,0,70,1,0,37.5,0,0,1
"3698","80204","Colorado",1594,"Colorado",80204,1,NA,"3",NA,"3",NA,1,0,9,1,3,10,7,5,6,6,1,2,2,1,NA,21,2,1,NA,NA,NA,NA,3,3,4,4,4,3,4,4,4,2,4,4,1,5,1,45,214,9,1,0,3,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.928621241,-1.515621508,-2.03204172,1.066479503,9,9,-0.60716785,-0.454667968,TRUE,0,0,1,0,0,21,0,0,62.5,1,0,0
"3699","03266","New Hampshire",564,"New Hampshire",3266,2,9,NA,NA,NA,NA,NA,NA,NA,1,2,8,7,7,5,5,1,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,3,4,4,4,3,3,3,3,3,4,4,3,6,1,65,214,9,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,21,0,1,87.5,1,0,0
"3700","80134","Colorado",838,"Colorado",80134,2,9,NA,NA,NA,NA,NA,NA,NA,1,2,8,6,6,6,7,2,1,1,NA,2,12,1,2,NA,NA,NA,NA,3,3,3,3,4,3,3,4,3,3,3,4,3,3,1,145,714,9,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,70,0,1,62.5,1,0,0
"3701","80111","Colorado",588,"Colorado",80111,1,NA,"1 5",NA,"1",NA,2,1,3,2,1,5,5,4,5,4,1,1,4,2,NA,54,NA,NA,NA,2,1,NA,4,4,3,3,3,4,4,2,4,3,2,4,2,2,1,5,214,3,3,1,1,1,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.129071183,-1.100847057,-1.3620333,-0.969511691,6,9,-0.120987094,-0.107884432,TRUE,0,1,0,0,0,70,1,1,175,0,1,0
"3702","10801","New York",959,"New York",10801,1,NA,"2",NA,"2",NA,4,1,8,1,3,9,6,7,6,7,1,1,1,NA,1,21,2,1,NA,NA,NA,NA,2,2,4,3,4,2,3,4,3,1,4,4,3,7,1,45,873,8,5,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-1.129071183,-0.271298156,-0.692024879,0.727147637,32,40,0.365193663,0.58568264,TRUE,1,0,0,0,0,21,0,0,87.5,1,0,0
"3703","80601","Colorado",325,"Colorado",80601,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,4,1,1,7,2,6,NA,2,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,2,4,1,1,4,4,1,1,2,1,1,125,214,1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,39.5,0,0,125,0,0,1
"3704","80111","Colorado",1313,"Colorado",80111,1,NA,"2",NA,"1 2 5 7",NA,7,2,8,1,3,10,7,7,7,7,1,1,1,NA,3,31,2,NA,1,NA,NA,NA,2,3,4,4,4,2,3,4,4,2,4,4,3,4,1,165,714,8,9,0,2,2,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,4,9,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.329521125,0.973025196,0.647991961,0.727147637,56,72,1.337555176,1.626033248,TRUE,1,0,0,0,1,29.5,0,1,10,1,0,0
"3705","71106","Louisiana",699,"Louisiana",71106,1,NA,"2",NA,"2 3 5",NA,4,2,6,1,3,10,7,6,1,5,1,1,1,1,NA,62,NA,2,NA,NA,NA,1,2,3,3,4,4,2,2,4,3,1,3,3,3,7,1,85,214,6,6,0,3,3,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,6,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-0.329521125,-0.271298156,-0.357020669,0.048483906,24,36,0.608284041,0.58568264,TRUE,1,0,0,0,0,39.5,1,1,87.5,1,0,0
"3706","98926","Washington",811,"Washington",98926,1,NA,"1 5",NA,"1 2 5 6 7",NA,8,2,4,2,3,10,7,1,1,6,2,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,4,4,4,4,3,3,4,4,2,4,4,3,7,1,65,1017,4,10,1,3,3,1,0,0,0,1,0,0,2,1,1,0,0,1,1,1,0,5,10,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-0.329521125,1.387799647,0.982996172,-0.630179826,32,40,1.580645554,1.972816784,TRUE,1,0,0,0,0,39.5,0,1,62.5,0,1,0
"3707","97527","Oregon",819,"Oregon",97527,1,NA,"1 4",NA,"1",NA,6,3,9,1,3,10,7,1,1,7,1,1,1,1,NA,21,2,1,NA,NA,NA,NA,4,3,4,3,4,2,2,4,3,3,3,4,3,4,1,65,1017,9,9,0,2,2,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,9,1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.470028933,0.558250746,0.647991961,1.066479503,54,81,1.337555176,1.279249712,TRUE,1,0,0,0,0,59.5,1,1,37.5,1,0,0
"3708","80524","Colorado",1057,"Colorado",80524,2,8,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,3,3,6,1,1,1,1,NA,62,NA,2,NA,NA,NA,1,3,3,4,4,4,3,2,4,3,2,4,4,3,6,1,125,214,8,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,29.5,0,1,37.5,1,0,0
"3709","97526","Oregon",1965,"Oregon",97526,2,7,NA,NA,NA,NA,NA,NA,NA,1,1,6,4,4,5,4,2,1,2,1,NA,21,2,1,NA,NA,NA,NA,4,3,4,4,4,3,4,4,4,3,3,3,4,2,1,45,214,7,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,0,1,0,29.5,0,0,37.5,1,0,0
